danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo
0.524,0.659,0.238,0.922,0.16,0.121,-11.163,0.0424,78.018
0.664,0.0679,0.669,0.79,0.106,0.281,-6.398,0.0534,170.019
0.665,0.322,0.403,0.934,0.106,0.231,-10.131,0.214,140.608
0.404,0.567,0.414,0.882,0.104,0.458,-10.834,0.104,151.007
0.679,0.202,0.384,0.855,0.239,0.37,-12.171,0.0318,140.186
0.673,0.229,0.351,0.772,0.104,0.203,-8.386,0.0402,80.008
0.804,0.922,0.577,0.939,0.113,0.181,-14.929,0.14,79.486
0.578,0.805,0.228,0.82,0.105,0.0456,-12.589,0.0311,74.988
0.665,0.845,0.597,0.919,0.11,0.81,-9.669,0.274,78.681
0.724,0.185,0.105,0.929,0.343,0.308,-14.478,0.0613,155.069
0.58,0.793,0.439,0.643,0.707,0.134,-11.073,0.0531,77.996
0.66,0.947,0.48,0.657,0.107,0.0409,-8.316,0.0445,130.375
0.598,0.949,0.144,0.916,0.102,0.207,-18.771,0.0297,112.109
0.711,0.82,0.196,0.884,0.0339,0.709,-15.477,0.41,78.047
0.602,0.81,0.159,0.925,0.0844,0.0429,-20.303,0.043,120.009
0.392,0.868,0.241,0.84,0.184,0.229,-18.57,0.0366,119.972
0.838,0.747,0.371,0.775,0.108,0.611,-6.468,0.0776,79.961
0.623,0.436,0.67,0.93,0.154,0.398,-6.067,0.0464,169.959
0.867,0.343,0.115,0.886,0.0772,0.369,-12.284,0.218,82.016
0.845,0.368,0.224,0.85,0.0541,0.768,-20.884,0.0713,140.124
0.575,0.913,0.138,0.888,0.109,0.292,-15.969,0.0384,112.564
0.407,0.904,0.384,0.879,0.13,0.113,-14.37,0.294,148.944
0.644,0.917,0.218,0.944,0.0848,0.101,-17.003,0.05,85.042
0.554,0.309,0.757,0.961,0.137,0.653,-4.49,0.0328,169.982
0.735,0.425,0.446,0.801,0.0859,0.327,-10.56,0.0308,94.007
0.713,0.324,0.531,0.786,0.118,0.303,-8.491,0.081,80.017
0.729,0.325,0.143,0.921,0.265,0.28,-18.284,0.0546,130.054
0.771,0.136,0.263,0.857,0.108,0.0868,-12.259,0.037,139.951
0.64,0.897,0.145,0.691,0.195,0.501,-11.465,0.1,75.022
0.597,0.363,0.648,0.902,0.117,0.842,-4.453,0.0347,166.099
0.586,0.851,0.372,0.479,0.0897,0.349,-15.36,0.0401,80.05
0.842,0.218,0.466,0.449,0.0881,0.813,-7.692,0.0792,80.012
0.433,0.694,0.645,0.902,0.352,0.106,-11.67,0.173,90.403
0.688,0.581,0.401,0.907,0.0967,0.325,-13.071,0.0742,79.991
0.628,0.252,0.372,0.936,0.204,0.227,-9.286,0.0617,85.039
0.516,0.857,0.142,0.915,0.109,0.655,-14.464,0.0288,181.994
0.621,0.796,0.432,0.86,0.304,0.47,-15.962,0.0457,160.016
0.696,0.471,0.362,0.916,0.102,0.532,-12.652,0.0483,74.966
0.521,0.0332,0.401,0.941,0.108,0.164,-9.948,0.0307,169.89
0.671,0.894,0.388,0.778,0.113,0.299,-11.996,0.0377,79.995
0.732,0.397,0.369,0.861,0.0919,0.31,-11.664,0.127,80.013
0.643,0.204,0.56,0.197,0.0908,0.521,-7.295,0.0354,79.986
0.744,0.0127,0.29,0.831,0.0887,0.181,-14.372,0.0659,80.083
0.668,0.94,0.288,0.955,0.0713,0.439,-13.146,0.0341,144.067
0.816,0.436,0.181,0.289,0.152,0.849,-10.37,0.0603,171.862
0.563,0.921,0.133,0.904,0.143,0.156,-20.87,0.0328,61.983
0.66,0.887,0.105,0.936,0.103,0.218,-11.754,0.0552,80.004
0.764,0.773,0.145,0.728,0.116,0.471,-20.399,0.0821,82.025
0.551,0.952,0.11,0.938,0.0591,0.224,-18.846,0.0287,64.977
0.672,0.958,0.314,0.948,0.06,0.17,-11.872,0.0592,80.039
0.649,0.865,0.0318,0.898,0.111,0.206,-24.99,0.0339,105.033
0.665,0.728,0.286,0.837,0.0785,0.686,-9.869,0.0654,142.068
0.703,0.941,0.121,0.955,0.0869,0.078,-17.878,0.0319,118.032
0.544,0.862,0.0355,0.9,0.104,0.109,-17.6,0.0332,75.031
0.52,0.855,0.34,0.875,0.105,0.223,-14.475,0.0605,78.091
0.671,0.116,0.185,0.843,0.103,0.056,-13.837,0.261,83.041
0.573,0.951,0.147,0.94,0.0948,0.0748,-20.541,0.0269,143.983
0.736,0.886,0.165,0.896,0.112,0.0385,-19.338,0.0411,109.949
0.6,0.901,0.171,0.918,0.126,0.0826,-14.314,0.0357,67.995
0.523,0.885,0.305,0.925,0.138,0.0884,-16.986,0.0513,179.442
0.633,0.975,0.0914,0.94,0.0502,0.0534,-19.289,0.0299,136.077
0.341,0.717,0.274,0.876,0.0623,0.175,-20.794,0.0538,80.922
0.656,0.831,0.224,0.945,0.1,0.0647,-17.612,0.0325,123.996
0.343,0.931,0.195,0.877,0.228,0.0392,-12.722,0.0444,74.993
0.64,0.884,0.288,0.848,0.144,0.325,-17.264,0.0413,76.012
0.581,0.934,0.285,0.938,0.104,0.142,-13.051,0.033,72.91
0.475,0.818,0.124,0.898,0.121,0.0559,-23.988,0.0406,59.999
0.486,0.709,0.251,0.8,0.114,0.12,-12.5,0.0346,84.004
0.644,0.911,0.274,0.941,0.137,0.0394,-14.18,0.0349,134.001
0.383,0.885,0.121,0.903,0.105,0.381,-23.465,0.0393,141.047
0.725,0.947,0.188,0.913,0.165,0.0727,-17.655,0.0383,130.028
0.621,0.949,0.44,0.889,0.202,0.454,-13.094,0.0575,138.106
0.719,0.764,0.264,0.819,0.121,0.0458,-16.45,0.0371,120.028
0.494,0.948,0.159,0.927,0.105,0.04,-20.872,0.0356,79.026
0.71,0.922,0.079,0.451,0.109,0.158,-14.175,0.0662,75.015
0.599,0.97,0.117,0.158,0.12,0.116,-12.27,0.0351,140.041
0.732,0.945,0.227,0.882,0.151,0.36,-15.637,0.0311,120.02
0.626,0.981,0.0893,0.939,0.0914,0.0372,-12.428,0.0358,103.956
0.564,0.957,0.256,0.851,0.107,0.136,-15.076,0.0337,143.956
0.706,0.977,0.122,0.838,0.105,0.153,-19.783,0.0551,106.032
0.677,0.751,0.179,0.766,0.358,0.288,-16.051,0.044,129.979
0.547,0.68,0.377,0.945,0.0703,0.0537,-15.64,0.0362,80.032
0.59,0.875,0.155,0.876,0.079,0.173,-15.148,0.0332,67.987
0.708,0.0797,0.276,0.881,0.0907,0.0778,-13.83,0.0695,144.003
0.673,0.971,0.128,0.951,0.104,0.482,-12.62,0.0452,139.941
0.756,0.639,0.0963,0.883,0.0608,0.159,-18.179,0.0759,147.876
0.812,0.923,0.221,0.931,0.0919,0.124,-14.074,0.0342,134.004
0.385,0.89,0.14,0.807,0.341,0.051,-22.533,0.201,67.853
0.655,0.935,0.18,0.782,0.101,0.385,-11.293,0.0309,139.997
0.691,0.897,0.15,0.855,0.0894,0.169,-12.429,0.0367,137.932
0.706,0.86,0.245,0.547,0.0764,0.141,-11.4,0.0293,69.998
0.39,0.497,0.125,0.858,0.0892,0.0395,-22.542,0.0498,120.014
0.636,0.883,0.117,0.937,0.0906,0.0801,-18.882,0.0349,67.087
0.625,0.871,0.102,0.916,0.103,0.145,-20.31,0.027,84.99
0.644,0.397,0.423,0.843,0.196,0.355,-13.046,0.0417,151.994
0.549,0.862,0.0431,0.871,0.0912,0.0594,-22.666,0.0287,67.015
0.369,0.797,0.281,0.879,0.0895,0.0514,-16.412,0.045,200.952
0.621,0.859,0.264,0.924,0.0814,0.0513,-15.705,0.0589,140.029
0.695,0.692,0.317,0.927,0.175,0.0723,-14.876,0.0559,160.101
0.714,0.956,0.0901,0.936,0.104,0.269,-17.491,0.0691,67.956
0.705,0.968,0.12,0.939,0.11,0.318,-19.638,0.0335,65.994
0.499,0.974,0.362,0.846,0.0892,0.208,-14.268,0.0342,139.798
0.626,0.892,0.167,0.914,0.09,0.0881,-15.74,0.028,100.037
0.396,0.801,0.137,0.916,0.06,0.182,-12.798,0.197,215.535
0.513,0.93,0.283,0.908,0.101,0.156,-16.272,0.0409,68.952
0.579,0.819,0.172,0.00282,0.0797,0.15,-12.942,0.0813,77.992
0.692,0.267,0.234,0.835,0.0722,0.0353,-12.784,0.0426,142.004
0.549,0.848,0.0981,0.891,0.111,0.294,-16.704,0.0436,74.983
0.832,0.831,0.162,0.935,0.0907,0.349,-12.617,0.256,142.325
0.627,0.876,0.231,0.923,0.208,0.214,-14.366,0.0686,74.006
0.496,0.346,0.352,0.187,0.545,0.255,-7.771,0.0416,78.099
0.62,0.956,0.238,0.915,0.0888,0.0618,-15.862,0.0365,134.008
0.672,0.76,0.382,0.801,0.308,0.131,-13.522,0.0682,69.974
0.647,0.849,0.151,0.918,0.0968,0.0794,-21.202,0.0286,104.106
0.652,0.917,0.1,0.901,0.0941,0.273,-19.566,0.0667,149.99
0.557,0.906,0.384,0.827,0.112,0.287,-12.414,0.382,82.973
0.599,0.902,0.27,0.912,0.066,0.27,-19.503,0.0999,90.056
0.664,0.942,0.116,0.782,0.1,0.312,-19.668,0.102,75.027
0.613,0.914,0.27,0.797,0.0928,0.157,-16.88,0.0487,139.995
0.667,0.967,0.0572,0.946,0.101,0.105,-20.588,0.0309,63.0
0.636,0.946,0.206,0.89,0.412,0.216,-14.481,0.0316,112.075
0.696,0.814,0.244,0.836,0.129,0.0537,-16.609,0.0341,132.519
0.677,0.822,0.0953,0.773,0.176,0.0757,-17.596,0.0798,146.0
0.751,0.918,0.252,0.938,0.287,0.0577,-13.212,0.0626,140.056
0.66,0.93,0.09,0.894,0.111,0.18,-23.304,0.0396,68.034
0.465,0.926,0.292,0.923,0.0956,0.207,-10.558,0.0984,213.27
0.778,0.829,0.266,0.911,0.0962,0.527,-16.532,0.0543,149.947
0.61,0.926,0.205,0.945,0.111,0.0615,-18.105,0.0328,96.059
0.649,0.873,0.145,0.948,0.375,0.268,-21.423,0.0379,129.98
0.672,0.752,0.113,0.912,0.109,0.158,-14.131,0.0382,150.077
0.742,0.642,0.0674,0.477,0.0756,0.187,-22.943,0.167,70.018
0.602,0.935,0.0752,0.942,0.339,0.136,-19.708,0.0335,74.021
0.518,0.963,0.213,0.909,0.368,0.0767,-10.221,0.0317,71.015
0.611,0.828,0.0694,0.888,0.128,0.362,-14.424,0.0536,150.051
0.594,0.81,0.293,0.821,0.0977,0.154,-15.098,0.0724,81.955
0.523,0.963,0.0925,0.968,0.071,0.0624,-21.7,0.0297,59.996
0.739,0.435,0.328,0.944,0.112,0.366,-10.665,0.0434,77.985
0.626,0.801,0.113,0.837,0.112,0.108,-18.962,0.0337,76.011
0.539,0.945,0.103,0.781,0.102,0.148,-18.608,0.0352,130.037
0.593,0.729,0.145,0.957,0.126,0.283,-22.345,0.169,145.977
0.761,0.965,0.134,0.949,0.155,0.171,-15.515,0.0467,115.992
0.405,0.673,0.414,0.864,0.181,0.0632,-9.6,0.116,80.307
0.506,0.819,0.22,0.93,0.113,0.0726,-20.619,0.0444,170.014
0.514,0.92,0.0436,0.785,0.0671,0.071,-25.102,0.0351,69.983
0.602,0.368,0.557,0.637,0.127,0.147,-8.154,0.302,78.98
0.747,0.846,0.429,0.895,0.11,0.138,-13.374,0.0425,79.951
0.726,0.892,0.125,0.962,0.11,0.0491,-16.177,0.0324,112.0
0.719,0.768,0.181,0.94,0.103,0.101,-14.264,0.0693,82.024
0.617,0.899,0.152,0.952,0.237,0.241,-17.443,0.0365,128.775
0.667,0.922,0.301,0.894,0.0757,0.13,-16.209,0.0381,125.979
0.505,0.902,0.0508,0.903,0.0993,0.114,-22.071,0.0349,179.871
0.571,0.714,0.214,0.94,0.445,0.163,-13.715,0.0298,148.097
0.762,0.776,0.229,0.933,0.103,0.0741,-21.396,0.0544,114.998
0.683,0.927,0.2,0.9,0.0967,0.168,-18.211,0.029,140.042
0.554,0.875,0.0696,0.911,0.11,0.0338,-18.65,0.036,143.995
0.712,0.97,0.301,0.959,0.71,0.0859,-11.586,0.0373,145.942
0.764,0.81,0.217,0.836,0.11,0.332,-12.065,0.0986,78.007
0.576,0.826,0.155,0.892,0.103,0.192,-17.657,0.0261,67.991
0.558,0.923,0.0393,0.948,0.106,0.189,-26.924,0.0311,76.009
0.633,0.805,0.137,0.916,0.0844,0.219,-10.719,0.0638,68.669
0.527,0.701,0.274,0.89,0.131,0.102,-17.989,0.0442,74.995
0.666,0.982,0.141,0.92,0.0991,0.331,-24.958,0.0378,140.951
0.632,0.671,0.304,0.96,0.164,0.0749,-13.869,0.0385,147.983
0.465,0.83,0.257,0.935,0.11,0.34,-12.279,0.0332,73.952
0.786,0.81,0.178,0.948,0.102,0.273,-21.703,0.0575,90.009
0.769,0.947,0.204,0.918,0.0857,0.0989,-9.491,0.0397,65.974
0.84,0.807,0.202,0.937,0.114,0.4,-14.503,0.0872,138.004
0.624,0.763,0.465,0.7,0.12,0.362,-13.736,0.126,145.657
0.629,0.975,0.241,0.947,0.104,0.0675,-15.764,0.0492,80.018
0.387,0.932,0.0431,0.909,0.134,0.228,-28.518,0.0531,143.773
0.392,0.819,0.158,0.847,0.114,0.17,-17.685,0.036,194.582
0.685,0.749,0.249,0.378,0.121,0.113,-16.884,0.14,120.014
0.581,0.878,0.146,0.953,0.0871,0.116,-18.702,0.0304,129.949
0.636,0.789,0.129,0.916,0.116,0.186,-13.325,0.0611,139.994
0.607,0.582,0.321,0.911,0.113,0.0756,-8.766,0.0617,146.109
0.493,0.742,0.312,0.925,0.115,0.153,-15.138,0.0386,134.063
0.643,0.662,0.168,0.941,0.423,0.558,-17.115,0.1,74.982
0.635,0.909,0.367,0.847,0.156,0.0916,-9.43,0.0366,147.962
0.715,0.833,0.204,0.946,0.111,0.377,-14.326,0.0381,77.992
0.652,0.837,0.305,0.929,0.161,0.423,-14.58,0.145,81.0
0.634,0.911,0.081,0.934,0.0938,0.178,-15.621,0.0545,136.071
0.572,0.903,0.122,0.923,0.146,0.227,-20.512,0.0364,130.066
0.241,0.592,0.207,0.939,0.115,0.109,-18.657,0.101,196.463
0.511,0.975,0.138,0.854,0.1,0.113,-12.59,0.0338,123.034
0.564,0.173,0.72,0.0,0.213,0.263,-4.194,0.0384,145.085
0.447,0.0772,0.878,2.52e-06,0.114,0.334,-5.705,0.0724,149.898
0.405,0.247,0.58,8.07e-06,0.083,0.174,-6.166,0.0334,149.847
0.584,0.21,0.835,1.49e-06,0.126,0.371,-3.663,0.0584,128.106
0.386,0.0234,0.885,0.0,0.0933,0.236,-3.511,0.106,140.077
0.506,0.06,0.668,0.0,0.0884,0.0775,-6.205,0.0339,127.973
0.686,0.0948,0.83,1.33e-06,0.182,0.486,-4.437,0.0369,123.032
0.595,0.216,0.784,0.0,0.0608,0.479,-4.878,0.102,124.111
0.365,0.00757,0.927,0.203,0.387,0.331,-3.4,0.183,74.055
0.617,0.00677,0.684,1.67e-05,0.2,0.0596,-6.452,0.0257,140.034
0.644,0.0255,0.937,0.0353,0.347,0.106,-3.212,0.0628,128.032
0.36,0.17,0.755,0.0,0.0901,0.46,-4.591,0.0489,163.852
0.572,0.00999,0.928,1.89e-05,0.103,0.104,-2.876,0.0712,111.98
0.558,0.0599,0.79,2.52e-06,0.176,0.201,-4.209,0.0391,128.028
0.543,0.0152,0.549,0.000235,0.082,0.157,-5.622,0.0367,128.01
0.547,0.0359,0.601,0.0,0.0982,0.295,-6.559,0.0243,99.998
0.413,0.0111,0.767,0.0,0.0739,0.144,-4.938,0.0537,143.916
0.61,0.123,0.487,0.0,0.0712,0.321,-10.886,0.0411,106.001
0.679,0.191,0.8,8.4e-05,0.101,0.33,-6.133,0.0729,114.988
0.426,0.00341,0.621,0.00123,0.331,0.335,-11.411,0.0404,150.133
0.418,0.136,0.681,2.53e-05,0.145,0.0564,-6.421,0.0351,127.955
0.443,0.000941,0.844,0.949,0.164,0.189,-14.29,0.0375,140.007
0.372,0.224,0.781,0.0,0.148,0.277,-6.213,0.146,73.413
0.726,0.0242,0.789,0.000527,0.0711,0.0635,-6.68,0.0427,125.998
0.665,0.134,0.862,0.00191,0.0816,0.162,-6.728,0.048,125.047
0.644,0.129,0.941,0.0,0.0635,0.322,-4.76,0.269,121.938
0.561,0.0093,0.549,0.0,0.111,0.123,-6.07,0.0286,127.834
0.61,0.00528,0.501,0.0,0.201,0.207,-11.019,0.0347,124.951
0.766,0.196,0.846,2.73e-06,0.111,0.797,-6.543,0.104,122.023
0.358,0.00147,0.784,2.94e-05,0.209,0.0736,-2.994,0.037,154.92
0.743,0.181,0.779,0.00576,0.114,0.49,-6.829,0.0321,129.964
0.538,0.093,0.917,0.0,0.125,0.519,-3.102,0.0648,103.008
0.62,0.00338,0.799,0.656,0.36,0.244,-10.345,0.0339,126.021
0.743,0.181,0.779,0.00576,0.114,0.49,-6.829,0.0321,129.964
0.538,0.093,0.917,0.0,0.125,0.519,-3.102,0.0648,103.008
0.541,0.272,0.759,0.0,0.0922,0.226,-5.271,0.0444,113.079
0.364,0.0381,0.711,4.82e-05,0.0956,0.183,-4.73,0.0438,94.723
0.421,0.0248,0.89,0.0,0.332,0.399,-3.863,0.099,144.874
0.734,0.119,0.686,3.72e-05,0.385,0.38,-6.112,0.04,125.986
0.522,0.505,0.695,1.2e-05,0.0695,0.387,-5.099,0.0909,144.944
0.45,0.000305,0.773,0.00652,0.179,0.194,-4.581,0.0285,148.021
0.408,0.000106,0.88,0.655,0.387,0.126,-3.593,0.0575,128.197
0.738,0.0791,0.834,0.00224,0.332,0.362,-4.561,0.0409,122.99
0.602,0.05,0.685,0.0,0.294,0.553,-6.725,0.0366,124.902
0.533,0.00361,0.7,0.00185,0.198,0.22,-8.278,0.0258,119.985
0.651,0.00196,0.878,0.76,0.616,0.0563,-5.277,0.0514,107.018
0.707,0.0222,0.906,7.88e-05,0.0799,0.506,-3.647,0.0513,125.913
0.616,0.0187,0.869,0.0,0.063,0.572,-4.032,0.0431,125.935
0.596,0.464,0.601,0.000142,0.156,0.215,-7.525,0.0416,146.044
0.712,0.0277,0.764,0.00121,0.196,0.58,-6.631,0.0486,117.027
0.57,0.00174,0.675,0.000182,0.101,0.0681,-7.487,0.0498,127.997
0.277,0.00131,0.726,0.0,0.189,0.189,-6.41,0.0445,144.853
0.537,0.458,0.516,0.0,0.0926,0.294,-7.872,0.0441,119.978
0.569,0.00333,0.679,0.0,0.375,0.147,-4.223,0.04,127.866
0.357,0.072,0.664,5.64e-06,0.0559,0.392,-7.032,0.0383,124.0
0.461,0.0377,0.833,0.0,0.207,0.298,-4.942,0.0938,124.985
0.615,0.0882,0.807,0.00071,0.115,0.304,-4.624,0.0349,128.027
0.635,0.125,0.516,0.0,0.12,0.127,-8.677,0.0341,114.074
0.674,0.187,0.785,0.000992,0.529,0.372,-10.155,0.079,128.18
0.604,0.0229,0.826,4.54e-06,0.391,0.234,-4.593,0.0374,128.016
0.286,0.449,0.7,6.58e-06,0.113,0.22,-3.531,0.0402,71.752
0.616,0.282,0.418,0.0,0.228,0.474,-8.291,0.0526,100.093
0.525,0.202,0.65,4.36e-05,0.143,0.324,-7.952,0.0686,189.937
0.323,0.505,0.491,2.97e-05,0.103,0.124,-8.653,0.0332,95.015
0.51,9.87e-05,0.931,0.69,0.074,0.0371,-8.214,0.0398,125.997
0.488,0.0918,0.653,0.0,0.227,0.282,-4.429,0.05,95.361
0.743,0.081,0.89,0.000126,0.186,0.69,-5.065,0.0441,135.011
0.708,0.212,0.588,0.00851,0.108,0.268,-10.868,0.0857,124.987
0.599,0.0052,0.619,0.492,0.11,0.173,-8.616,0.0379,127.986
0.529,0.00701,0.786,0.0,0.221,0.169,-3.92,0.0404,127.993
0.571,0.0815,0.546,0.00838,0.193,0.464,-10.348,0.0613,127.996
0.448,0.00172,0.917,1.13e-05,0.151,0.243,-3.278,0.0483,127.976
0.563,0.00189,0.803,0.0,0.116,0.128,-5.677,0.0411,125.075
0.566,0.26,0.834,0.00918,0.11,0.205,-6.948,0.0291,99.99
0.519,0.158,0.369,0.0,0.159,0.193,-14.229,0.0725,142.121
0.406,0.451,0.441,4.87e-06,0.132,0.0987,-6.894,0.0325,79.812
0.487,0.381,0.482,0.0,0.0549,0.341,-10.03,0.045,104.831
0.676,0.0122,0.926,0.0299,0.0516,0.661,-3.995,0.0469,122.984
0.599,0.07,0.688,0.0,0.249,0.442,-7.174,0.0346,126.056
0.579,0.000488,0.51,0.0,0.232,0.276,-8.746,0.0347,128.046
0.566,0.196,0.806,0.0,0.402,0.414,-8.038,0.267,128.097
0.488,0.0863,0.764,0.886,0.298,0.297,-8.37,0.0305,130.014
0.566,0.0229,0.742,0.0,0.0863,0.321,-3.988,0.0474,127.999
0.648,0.04,0.861,0.206,0.505,0.394,-3.799,0.0349,127.949
0.704,0.155,0.646,0.00539,0.317,0.123,-6.477,0.0348,104.985
0.505,0.373,0.895,0.0,0.19,0.523,-3.878,0.19,154.319
0.607,0.0176,0.742,0.000595,0.623,0.376,-6.452,0.0663,172.354
0.415,0.0934,0.743,0.0,0.638,0.168,-5.852,0.0475,101.688
0.722,0.234,0.599,3.09e-05,0.209,0.39,-7.101,0.0509,124.204
0.549,0.257,0.87,0.0,0.464,0.602,-3.568,0.16,123.29
0.609,0.00559,0.676,0.000432,0.109,0.238,-7.84,0.0608,87.976
0.756,0.017,0.799,0.0666,0.167,0.343,-5.311,0.036,125.003
0.553,0.0368,0.882,0.00136,0.0943,0.233,-4.607,0.0443,127.987
0.339,0.497,0.795,3.36e-05,0.245,0.26,-4.115,0.0466,75.813
0.618,0.0498,0.827,2.26e-06,0.14,0.498,-6.604,0.211,123.999
0.555,0.0392,0.716,0.0,0.243,0.151,-3.604,0.0486,127.929
0.481,0.0564,0.727,1.01e-06,0.249,0.392,-5.861,0.0492,141.899
0.683,0.223,0.633,0.21,0.233,0.409,-9.349,0.0391,127.982
0.639,0.00241,0.772,0.0,0.0561,0.36,-4.521,0.0396,113.001
0.653,0.0957,0.906,0.02,0.316,0.468,-4.872,0.0525,128.037
0.533,0.66,0.579,0.0,0.524,0.341,-4.377,0.0304,136.072
0.748,0.208,0.652,0.0,0.128,0.431,-3.02,0.058,106.914
0.555,0.00501,0.807,0.00463,0.109,0.199,-2.997,0.0543,149.894
0.679,0.232,0.634,0.0,0.115,0.498,-5.024,0.0654,102.013
0.526,0.435,0.52,0.0,0.197,0.13,-7.985,0.0569,149.119
0.632,0.0225,0.575,1.81e-06,0.104,0.188,-6.478,0.029,90.037
0.63,0.000639,0.9,0.852,0.203,0.155,-3.955,0.0387,134.988
0.658,0.303,0.678,0.0,0.361,0.662,-4.407,0.058,97.976
0.725,0.134,0.831,0.0,0.109,0.692,-4.74,0.0801,111.992
0.529,0.0178,0.854,0.0,0.242,0.654,-5.29,0.0436,125.984
0.648,0.137,0.667,2.1e-05,0.0797,0.217,-5.294,0.065,102.966
0.652,0.00179,0.855,0.0,0.0404,0.279,-4.832,0.0441,134.009
0.577,0.298,0.741,0.0,0.142,0.581,-3.83,0.0501,128.081
0.532,0.0038,0.783,0.0012,0.161,0.643,-5.697,0.0523,124.08
0.634,0.0487,0.674,0.00116,0.102,0.298,-7.145,0.0465,115.995
0.584,0.0495,0.735,4.03e-05,0.141,0.557,-3.215,0.0481,127.009
0.601,0.0018,0.798,0.151,0.15,0.453,-3.978,0.0349,142.059
0.57,0.0857,0.763,2.49e-06,0.0932,0.43,-4.137,0.0573,150.088
0.687,0.00286,0.799,0.0565,0.21,0.67,-1.498,0.0354,142.0
0.626,0.205,0.88,0.0,0.128,0.534,-2.384,0.0504,95.079
0.583,0.00695,0.748,0.0241,0.22,0.254,-4.798,0.0292,142.029
0.636,0.0244,0.953,0.0164,0.108,0.397,-3.74,0.0353,142.011
0.521,0.0181,0.971,0.457,0.129,0.29,-2.679,0.0446,142.025
0.557,0.00012,0.889,0.000225,0.325,0.173,-4.045,0.0499,142.015
0.575,0.00406,0.831,0.000449,0.111,0.377,-5.972,0.0356,127.991
0.522,0.0126,0.816,4.19e-06,0.348,0.102,-3.156,0.0643,134.103
0.381,0.000408,0.712,0.589,0.183,0.0378,-6.9,0.0355,127.967
0.611,0.124,0.644,0.0,0.124,0.13,-7.607,0.0553,105.969
0.704,0.0214,0.633,0.0,0.29,0.863,-6.923,0.241,144.021
0.507,0.0132,0.96,0.971,0.0703,0.801,-2.619,0.0394,142.029
0.664,0.00635,0.844,0.00285,0.542,0.557,-5.012,0.0405,142.056
0.572,0.00266,0.863,0.000307,0.127,0.475,-4.128,0.0424,141.919
0.599,0.228,0.897,0.0,0.554,0.931,-2.731,0.0435,156.016
0.475,0.0483,0.801,0.00178,0.239,0.296,-3.071,0.0381,141.92
0.715,0.139,0.802,0.0,0.177,0.327,-4.647,0.0394,124.989
0.428,0.0751,0.656,0.181,0.15,0.355,-3.712,0.075,79.648
0.617,0.0498,0.635,1.44e-05,0.164,0.446,-6.769,0.0317,103.019
0.748,0.414,0.524,0.0,0.111,0.661,-5.599,0.0338,95.01
0.662,0.097,0.586,0.00272,0.115,0.296,-8.821,0.0307,90.0
0.713,0.0435,0.802,0.00377,0.309,0.343,-7.055,0.0561,100.001
0.76,0.238,0.303,8.09e-06,0.294,0.15,-11.362,0.0284,99.991
0.604,0.0357,0.603,0.0,0.126,0.15,-6.324,0.0389,94.989
0.653,0.0215,0.658,1.66e-06,0.0939,0.219,-6.428,0.0304,99.99
0.643,0.0102,0.52,0.0,0.11,0.23,-5.968,0.0334,75.168
0.471,0.00836,0.755,0.0,0.368,0.512,-6.612,0.0455,154.801
0.615,0.0105,0.564,0.0,0.148,0.454,-6.384,0.0291,103.006
0.549,0.00289,0.652,1.49e-05,0.138,0.141,-5.875,0.0311,143.963
0.69,0.0428,0.876,0.0,0.147,0.493,-4.159,0.059,123.994
0.584,0.0895,0.54,0.0,0.261,0.195,-7.786,0.0576,137.972
0.615,0.00761,0.91,0.0067,0.16,0.346,-2.825,0.0762,140.0
0.736,0.498,0.795,1.21e-06,0.254,0.511,-3.299,0.0545,104.066
0.564,0.00406,0.823,0.0716,0.684,0.221,-6.316,0.046,128.018
0.799,0.162,0.586,2.03e-06,0.193,0.549,-6.735,0.0377,120.97
0.589,0.0291,0.651,3.2e-06,0.111,0.166,-5.097,0.0306,90.011
0.59,0.0259,0.678,2.2e-05,0.0707,0.4,-5.48,0.0384,126.061
0.506,0.00711,0.805,0.00193,0.0856,0.383,-4.119,0.0469,126.008
0.674,0.0282,0.915,0.00337,0.273,0.78,-3.999,0.0411,126.038
0.658,0.00463,0.804,0.0,0.178,0.508,-5.735,0.0377,120.047
0.741,0.0305,0.689,0.0,0.112,0.655,-4.946,0.0447,110.06
0.544,0.00679,0.813,3.9e-05,0.111,0.27,-5.288,0.0453,139.945
0.692,0.0349,0.7,0.0303,0.0856,0.372,-5.328,0.0317,123.97
0.594,0.0156,0.722,0.0,0.0667,0.407,-5.751,0.0398,127.877
0.539,0.0651,0.651,0.0,0.0662,0.474,-5.304,0.0432,105.159
0.591,0.225,0.702,0.0,0.414,0.501,-5.59,0.0289,104.003
0.51,0.00791,0.835,0.0,0.219,0.435,-4.673,0.0447,140.024
0.773,0.488,0.699,3.6e-06,0.0814,0.513,-5.982,0.0958,104.941
0.294,0.12,0.505,0.0,0.0977,0.357,-8.106,0.042,85.332
0.584,0.288,0.643,0.0,0.186,0.53,-6.415,0.0395,90.036
0.507,0.00731,0.887,0.0,0.562,0.336,-4.084,0.141,128.015
0.687,0.191,0.792,0.0,0.167,0.671,-2.749,0.0452,100.015
0.461,0.00986,0.716,0.0,0.131,0.192,-5.462,0.0436,161.159
0.688,0.3,0.688,0.0,0.0982,0.451,-5.84,0.0357,114.011
0.693,0.374,0.575,0.0,0.252,0.492,-6.998,0.0801,117.999
